方法   pt:6576.291440427422    sum:31635
回合   pt:0.0    sum:9
枚   pt:0    sum:2
千伏安   pt:0    sum:2
车皮   pt:0    sum:2
中纬度   pt:0.0    sum:8
盎司   pt:0    sum:2
细长   pt:0    sum:2
短   pt:0    sum:4
粗   pt:0    sum:11
高   pt:0    sum:10
翩翩   pt:0    sum:8
高耸   pt:0    sum:3
矮小   pt:0    sum:1
矮胖   pt:0.0    sum:5
大量   pt:0.0    sum:20
大型   pt:0    sum:4
大而无当   pt:0    sum:4
寥寥可数   pt:0    sum:9
小型   pt:0    sum:3
无穷   pt:0    sum:11
滔滔   pt:0    sum:5
咪咪   pt:0.0    sum:4
畅   pt:0.0    sum:30
狭窄   pt:0    sum:8
深   pt:0    sum:3
浅   pt:0    sum:1
厚   pt:0    sum:5
薄   pt:0    sum:2
丰满   pt:0    sum:2
臃肿   pt:0    sum:1
大腹便便   pt:0    sum:2
憔悴   pt:0.0    sum:4
病恹恹   pt:0    sum:10
委曲   pt:0    sum:5
蜿蜒   pt:0    sum:2
间接   pt:0.0    sum:27
拳曲   pt:0    sum:1
九折   pt:0    sum:2
平   pt:0.0    sum:85
挺   pt:0    sum:4
正   pt:0    sum:4
尖   pt:0    sum:1
残破   pt:0.0    sum:22
钝   pt:0    sum:1
石拱   pt:0    sum:2
凹陷   pt:0    sum:3
崎岖   pt:0.0    sum:11
陡峭   pt:0.0    sum:16
椭圆   pt:0.0    sum:8
半圆形   pt:0    sum:5
半月形   pt:0    sum:3
多么   pt:0    sum:4
济济   pt:0    sum:8
一连串   pt:0.0    sum:605
冗长   pt:0.0    sum:22
发水   pt:0.0    sum:8
擢发难数   pt:0    sum:2
清淡   pt:0    sum:2
有底   pt:0.0    sum:8
丝毫   pt:0    sum:8
层出不穷   pt:0    sum:2
蓬松   pt:0.0    sum:8
纷繁   pt:0    sum:3
混乱   pt:0    sum:6
疏   pt:0.0    sum:89
瑰玮   pt:0    sum:7
葱翠   pt:0    sum:9
茂密   pt:0.0    sum:6
荒芜   pt:0    sum:7
身无长物   pt:0.0    sum:25
空心   pt:0    sum:3
满   pt:0.0    sum:106
满足   pt:0    sum:4
饱满   pt:0.0    sum:11
满街   pt:0    sum:2
无恒   pt:0.0    sum:11
鹑衣百结   pt:0    sum:1
拖拉   pt:0    sum:6
紧   pt:0.0    sum:9
松散   pt:0.0    sum:11
和缓   pt:0.0    sum:8
硬   pt:0.0    sum:34
嫩   pt:0    sum:5
清脆   pt:0    sum:2
固然   pt:0    sum:2
浓   pt:0.0    sum:5
稀   pt:0.0    sum:5
重   pt:0.0    sum:25
轻浮   pt:0    sum:6
轻   pt:0.0    sum:13
笨重   pt:0    sum:1
翻飞   pt:0    sum:2
锋利   pt:0    sum:1
生   pt:0    sum:1
青   pt:0.0    sum:7
熟   pt:0    sum:2
淡   pt:0.0    sum:7
皎洁   pt:0    sum:6
雷鸣   pt:0    sum:8
低贱   pt:0.0    sum:14
哑   pt:0.0    sum:8
悦耳   pt:0.0    sum:11
字正腔圆   pt:0    sum:3
难听   pt:0    sum:1
耀眼   pt:0.0    sum:39
炯炯   pt:0    sum:5
透明   pt:0.0    sum:262
光洁   pt:0    sum:5
油光   pt:0    sum:2
荧荧   pt:0    sum:5
黄   pt:0    sum:10
背阴   pt:0    sum:2
幽幽   pt:0    sum:1
黑暗   pt:0.0    sum:128
渺茫   pt:0    sum:3
隐约   pt:0    sum:7
隆隆   pt:0    sum:4
离散   pt:0.0    sum:68
近   pt:0    sum:9
短途   pt:0.0    sum:6
以近   pt:0    sum:2
早   pt:0    sum:7
日上三竿   pt:0    sum:2
迅疾   pt:0    sum:9
如梭   pt:0.0    sum:31
疾驰   pt:0    sum:6
光阴似箭   pt:0    sum:2
奔放   pt:0    sum:8
急转直下   pt:0    sum:3
不假思索   pt:0    sum:1
过目不忘   pt:0    sum:4
指日可待   pt:0    sum:1
匆忙   pt:0    sum:13
多年   pt:0    sum:14
整夜   pt:0.0    sum:27
日日夜夜   pt:0    sum:2
闲不住   pt:0    sum:24
半晌   pt:0    sum:5
方才   pt:0    sum:5
清寒   pt:0    sum:4
寒湿   pt:0    sum:2
饥寒   pt:0    sum:2
烫   pt:0    sum:3
出汗   pt:0.0    sum:12
乘凉   pt:0    sum:4
凉   pt:0.0    sum:12
暖   pt:0.0    sum:218
风和日暖   pt:0    sum:3
闷气   pt:0    sum:3
干枯   pt:0    sum:3
湿   pt:0    sum:7
时鲜   pt:0    sum:1
敷衍   pt:0.0    sum:92
不可   pt:0    sum:3
古朴   pt:0    sum:3
得意   pt:0.0    sum:573
明媚   pt:0.0    sum:8
妖艳   pt:0.0    sum:3
娇   pt:0    sum:6
娇滴滴   pt:0    sum:3
锦绣   pt:0    sum:8
丑陋   pt:0.0    sum:21
素净   pt:0    sum:7
洋气   pt:0.0    sum:8
土气   pt:0.0    sum:12
璞玉浑金   pt:0    sum:3
细腻   pt:0.0    sum:51
毛糙   pt:0    sum:1
雌   pt:0    sum:2
鹤发童颜   pt:0    sum:5
心虚   pt:0.0    sum:51
冒名   pt:0    sum:9
淡红   pt:0    sum:2
大红   pt:0    sum:3
深红   pt:0    sum:2
淡黄   pt:0    sum:5
米黄   pt:0    sum:2
杏黄   pt:0.0    sum:23
金黄   pt:0.0    sum:6
土黄   pt:0    sum:2
淡蓝   pt:0    sum:4
藏蓝   pt:0    sum:2
藏青   pt:0    sum:4
淡青   pt:0    sum:4
蟹青   pt:0    sum:2
花白   pt:0    sum:6
苍苍   pt:0    sum:1
嫩绿   pt:0    sum:10
深绿   pt:0.0    sum:7
雪青   pt:0    sum:4
浅棕   pt:0    sum:3
深褐色   pt:0    sum:2
深灰   pt:0    sum:3
杂牌   pt:0    sum:2
斑斓   pt:0    sum:4
斑驳   pt:0    sum:3
狐臭   pt:0    sum:2
膻   pt:0    sum:2
臊   pt:0    sum:3
苦   pt:0    sum:3
咸   pt:0.0    sum:7
适口   pt:0    sum:5
随口   pt:0    sum:3
难吃   pt:0    sum:1
纯粹   pt:0    sum:7
醇和   pt:0    sum:2
十足   pt:0    sum:4
名副其实   pt:0    sum:4
有名无实   pt:0    sum:11
名不副实   pt:0    sum:3
言不由衷   pt:0    sum:6
口惠   pt:0    sum:4
外强中干   pt:0    sum:2
虚妄   pt:0.0    sum:10
疑似   pt:0.0    sum:32
点金成铁   pt:0    sum:2
哼   pt:0    sum:4
盛赞   pt:0    sum:11
精湛   pt:0    sum:3
透彻   pt:0.0    sum:23
博学   pt:0    sum:20
出口成章   pt:0    sum:4
龙飞凤舞   pt:0    sum:1
浮艳   pt:0    sum:1
三好   pt:0    sum:2
不成话   pt:0    sum:6
一窝蜂   pt:0    sum:6
冒尖儿   pt:0    sum:4
头等   pt:0    sum:11
不凡   pt:0.0    sum:18
大摇大摆   pt:0    sum:2
盖世   pt:0    sum:12
唯一   pt:0    sum:2
特意   pt:0.0    sum:691
奇崛   pt:0.0    sum:21
独创   pt:0    sum:5
特定   pt:0    sum:1
哎   pt:0    sum:3
象样   pt:0    sum:5
差不多   pt:0    sum:7
瑕不掩瑜   pt:0    sum:3
高等   pt:0.0    sum:851
至少   pt:0    sum:4
艰险   pt:0.0    sum:5
深远   pt:0.0    sum:90
费解   pt:0.0    sum:10
工整   pt:0    sum:3
井然   pt:0    sum:11
名正言顺   pt:0    sum:7
实至名归   pt:0    sum:2
周密   pt:0.0    sum:8
天衣无缝   pt:0    sum:2
然   pt:0    sum:2
箭不虚发   pt:0    sum:6
一语道破   pt:0    sum:3
中肯   pt:0    sum:3
笔误   pt:0    sum:2
当然   pt:0.0    sum:1607
勉强   pt:0.0    sum:82
无故   pt:0    sum:6
不伦不类   pt:0    sum:3
生硬   pt:0    sum:1
照搬   pt:0.0    sum:15
牵强   pt:0    sum:5
对付   pt:0.0    sum:69
仍然   pt:0    sum:15
改头换面   pt:0.0    sum:21
各得其所   pt:0    sum:6
贞洁   pt:0    sum:6
无情   pt:0.0    sum:24
大张旗鼓   pt:0    sum:21
狂风怒号   pt:0    sum:4
和平   pt:0.0    sum:225
惊人   pt:0.0    sum:390
恩同再造   pt:0    sum:3
巩固   pt:0    sum:2
强盛   pt:0.0    sum:12
增光   pt:0    sum:6
居高临下   pt:0    sum:7
豪放   pt:0    sum:5
转战   pt:0.0    sum:5
妻离子散   pt:0    sum:3
清明   pt:0    sum:5
赏罚分明   pt:0    sum:2
奖惩   pt:0.0    sum:7
严明   pt:0    sum:6
腐败   pt:0    sum:3
吃闲饭   pt:0    sum:3
不朽   pt:0    sum:14
荣归   pt:0    sum:3
衣锦还乡   pt:0    sum:2
考中   pt:0    sum:8
名誉扫地   pt:0.0    sum:21
人心所向   pt:0    sum:5
无名   pt:0    sum:7
走俏   pt:0    sum:2
冷门   pt:0    sum:4
占上风   pt:0    sum:2
自卑   pt:0.0    sum:30
一刻千金   pt:0    sum:3
大敌当前   pt:0.0    sum:20
不置可否   pt:0    sum:2
不要紧   pt:0.0    sum:23
无伤大雅   pt:0    sum:6
严重   pt:0.0    sum:11
紧张   pt:0.0    sum:17
适得其反   pt:0    sum:10
陌生   pt:0.0    sum:275
唇亡齿寒   pt:0    sum:4
鸾凤和鸣   pt:0    sum:5
相好   pt:0.0    sum:26
儿女情长   pt:0    sum:3
敬畏   pt:0.0    sum:23
若即若离   pt:0    sum:2
欣幸   pt:0.0    sum:62
散漫   pt:0    sum:7
缺德   pt:0.0    sum:9
说来话长   pt:0.0    sum:4
平衡   pt:0.0    sum:8
从容   pt:0.0    sum:66
怕生   pt:0    sum:3
深恶痛绝   pt:0    sum:2
可怜   pt:0    sum:1
带劲   pt:0    sum:2
兴致勃勃   pt:0    sum:2
乖僻   pt:0    sum:4
怪癖   pt:0    sum:4
不可思议   pt:0    sum:4
不做声   pt:0    sum:15
全能   pt:0.0    sum:56
万能   pt:0    sum:1
两用   pt:0    sum:2
自慰   pt:0    sum:5
放马后炮   pt:0    sum:2
手提式   pt:0    sum:2
相当   pt:0    sum:2
适时   pt:0.0    sum:7
切题   pt:0    sum:2
文不对题   pt:0.0    sum:8
屈才   pt:0    sum:3
以珠弹雀   pt:0    sum:2
现成   pt:0    sum:1
业余   pt:0    sum:3
课余   pt:0    sum:2
分内   pt:0    sum:8
分外   pt:0    sum:1
村务公开   pt:0    sum:2
盟   pt:0    sum:2
那末   pt:0    sum:4
欠   pt:0.0    sum:4
此外   pt:0    sum:5
暗害   pt:0    sum:6
人面兽心   pt:0    sum:4
祸国殃民   pt:0    sum:2
奸笑   pt:0    sum:3
见钱眼开   pt:0    sum:5
正直   pt:0.0    sum:29
指正   pt:0    sum:4
索性   pt:0.0    sum:6
裸体   pt:0.0    sum:13
嘴快   pt:0    sum:4
转弯   pt:0    sum:4
吞吐   pt:0    sum:6
含糊其辞   pt:0    sum:1
话里有话   pt:0    sum:3
影射   pt:0    sum:7
守信   pt:0    sum:6
殷切   pt:0    sum:3
听话   pt:0.0    sum:26
不甘   pt:0.0    sum:8
悲观   pt:0.0    sum:51
过虑   pt:0    sum:3
山穷水尽   pt:0    sum:6
严肃   pt:0    sum:12
端坐   pt:0    sum:2
肆行   pt:0    sum:4
放荡   pt:0    sum:10
刚柔相济   pt:0    sum:4
敢   pt:0    sum:4
有勇有谋   pt:0    sum:4
畏缩   pt:0.0    sum:10
深藏若虚   pt:0.0    sum:54
独具慧眼   pt:0    sum:3
发蒙   pt:0.0    sum:14
趁   pt:0    sum:16
随大溜   pt:0    sum:9
因循   pt:0    sum:5
善战   pt:0    sum:5
妙手回春   pt:0    sum:3
复活   pt:0.0    sum:44
健谈   pt:0    sum:8
囫囵吞枣   pt:0    sum:2
孤陋寡闻   pt:0    sum:4
卓有远见   pt:0    sum:5
少不更事   pt:0    sum:6
混日子   pt:0    sum:3
自励   pt:0.0    sum:8
认真   pt:0    sum:11
浪费   pt:0.0    sum:285
挥霍   pt:0.0    sum:7
当真   pt:0    sum:2
尽心竭力   pt:0    sum:9
敬业爱岗   pt:0.0    sum:17
胜任   pt:0.0    sum:34
毛手毛脚   pt:0    sum:2
口紧   pt:0    sum:3
知趣   pt:0    sum:3
谆谆教导   pt:0    sum:4
沽名钓誉   pt:0    sum:3
恭敬   pt:0    sum:9
相敬如宾   pt:0    sum:2
令人钦佩   pt:0    sum:3
敬老   pt:0    sum:4
客气   pt:0    sum:5
简慢   pt:0    sum:5
置之不理   pt:0    sum:20
乞怜   pt:0    sum:3
自夸   pt:0.0    sum:15
引以自豪   pt:0.0    sum:58
舍己为人   pt:0    sum:4
先人后己   pt:0.0    sum:9
无私   pt:0    sum:6
够交情   pt:0    sum:2
心窄   pt:0.0    sum:8
计较   pt:0    sum:3
军令如山   pt:0.0    sum:11
令行禁止   pt:0    sum:2
急进   pt:0.0    sum:35
民主   pt:0.0    sum:92
开通   pt:0.0    sum:28
讲理   pt:0    sum:1
闭关自守   pt:0    sum:3
克己奉公   pt:0    sum:3
贪财   pt:0    sum:3
正视   pt:0.0    sum:22
钻营   pt:0    sum:7
守节   pt:0    sum:2
薄情   pt:0    sum:2
太平   pt:0.0    sum:16
欠安   pt:0.0    sum:116
歌舞   pt:0.0    sum:5
熙熙攘攘   pt:0    sum:8
蜂拥而上   pt:0    sum:3
挤   pt:0.0    sum:197
辘辘   pt:0.0    sum:5
荒凉   pt:0    sum:4
凄凉   pt:0    sum:7
沙沙   pt:0    sum:3
居无定所   pt:0    sum:4
散失   pt:0    sum:3
风尘仆仆   pt:0    sum:7
治安   pt:0    sum:2
冒险   pt:0.0    sum:113
开门揖盗   pt:0    sum:2
被围   pt:0    sum:4
一筹莫展   pt:0.0    sum:8
喜庆   pt:0.0    sum:19
凄惨   pt:0.0    sum:6
满目疮痍   pt:0    sum:20
离合悲欢   pt:0    sum:2
备战   pt:0    sum:9
蓬头垢面   pt:0    sum:3
闹灾荒   pt:0    sum:2
打   pt:0.0    sum:18
毒打   pt:0    sum:4
打夯   pt:0    sum:2
捶打   pt:0    sum:4
砸   pt:0.0    sum:5
拷打   pt:0    sum:1
拍打   pt:0.0    sum:4
咕咚   pt:0.0    sum:106
磕打   pt:0.0    sum:33
打耳光   pt:0    sum:4
拍   pt:0.0    sum:9
捋   pt:0.0    sum:15
摸   pt:0.0    sum:6
抽   pt:0    sum:1
扛   pt:0    sum:1
挑   pt:0    sum:1
托   pt:0    sum:2
高举   pt:0.0    sum:15
振臂   pt:0    sum:2
举杯   pt:0    sum:2
压榨   pt:0.0    sum:7
抓   pt:0    sum:5
出具   pt:0    sum:1
撮   pt:0    sum:2
搀和   pt:0    sum:2
合抱   pt:0    sum:1
折断   pt:0.0    sum:23
掰   pt:0.0    sum:23
刳   pt:0.0    sum:10
剔   pt:0.0    sum:10
钳   pt:0    sum:1
埋   pt:0    sum:3
埋葬   pt:0    sum:5
扦插   pt:0    sum:2
衬   pt:0.0    sum:11
戳   pt:0.0    sum:428
出   pt:0    sum:3
挂   pt:0.0    sum:6
抖动   pt:0.0    sum:212
接   pt:0    sum:1
装   pt:0.0    sum:4
五花大绑   pt:0.0    sum:18
打结   pt:0    sum:1
绞   pt:0    sum:1
戴   pt:0.0    sum:349
脱帽   pt:0.0    sum:14
涂   pt:0.0    sum:73
裱   pt:0    sum:2
洗澡   pt:0.0    sum:54
搓澡   pt:0    sum:2
刷洗   pt:0    sum:1
悬   pt:0.0    sum:3
氽   pt:0    sum:3
扫   pt:0.0    sum:99
清扫   pt:0.0    sum:16
捞   pt:0.0    sum:9
灌   pt:0    sum:4
洒   pt:0.0    sum:13
沏   pt:0    sum:2
斟   pt:0    sum:1
簸   pt:0    sum:2
割   pt:0    sum:1
修剪   pt:0.0    sum:12
刻   pt:0    sum:2
乱砍滥伐   pt:0    sum:2
伐树   pt:0    sum:2
刮   pt:0.0    sum:10
戳穿   pt:0    sum:2
动辄   pt:0.0    sum:513
碰   pt:0.0    sum:21
撒   pt:0    sum:1
开辟   pt:0.0    sum:1009
癃   pt:0.0    sum:110
上锁   pt:0    sum:1
动摇   pt:0.0    sum:88
扇动   pt:0.0    sum:3
扒   pt:0    sum:1
拨动   pt:0    sum:2
扳动   pt:0    sum:2
摆弄   pt:0    sum:1
弹起   pt:0.0    sum:42
比画   pt:0.0    sum:7
步行   pt:0.0    sum:21
阔步   pt:0    sum:5
小步   pt:0    sum:2
徘徊   pt:0    sum:4
快步   pt:0    sum:6
慢走   pt:0    sum:9
闲逛   pt:0    sum:2
鞠躬   pt:0    sum:5
蹑   pt:0    sum:1
登高   pt:0    sum:2
蹑手蹑脚   pt:0    sum:2
驰骋   pt:0.0    sum:7
清理   pt:0.0    sum:144
跺脚   pt:0    sum:3
踮   pt:0    sum:1
抬脚   pt:0    sum:2
席地而坐   pt:0    sum:2
盘腿   pt:0.0    sum:6
打坐   pt:0    sum:5
伫立   pt:0    sum:2
直立   pt:0    sum:5
起立   pt:0.0    sum:6
提行   pt:0.0    sum:50
低头   pt:0    sum:2
点头   pt:0.0    sum:69
闭眼   pt:0    sum:1
眨眼   pt:0    sum:4
飞眼   pt:0    sum:3
撅嘴   pt:0    sum:3
如上所述   pt:0    sum:5
展望   pt:0.0    sum:80
了望   pt:0    sum:8
仰望   pt:0    sum:3
瞻仰   pt:0.0    sum:134
张望   pt:0    sum:4
翻悔   pt:0.0    sum:12
综观   pt:0.0    sum:25
斜视   pt:0.0    sum:8
望风   pt:0    sum:4
一窥全豹   pt:0    sum:3
看起来   pt:0    sum:2
闻到   pt:0    sum:2
内服   pt:0.0    sum:8
嚼   pt:0.0    sum:38
叼   pt:0.0    sum:4
叮   pt:0    sum:1
嘿   pt:0    sum:1
呼   pt:0    sum:1
送气   pt:0    sum:2
咔嚓   pt:0    sum:5
喀哒   pt:0    sum:3
吧唧   pt:0    sum:3
呼吸   pt:0.0    sum:201
啈啈   pt:0    sum:2
吧嗒   pt:0    sum:1
呼唤   pt:0    sum:2
吹口哨   pt:0    sum:4
吼叫   pt:0    sum:10
吼   pt:0    sum:1
喝倒彩   pt:0    sum:2
蠕动   pt:0.0    sum:6
蠢动   pt:0    sum:2
靠   pt:0    sum:1
偎   pt:0    sum:1
躺   pt:0.0    sum:218
躺下   pt:0    sum:3
仰卧   pt:0    sum:2
静卧   pt:0    sum:2
弯腰   pt:0.0    sum:5
欠身   pt:0    sum:1
伸腰   pt:0    sum:2
蜷缩   pt:0    sum:4
前仰后合   pt:0    sum:1
打滑   pt:0    sum:2
跌交   pt:0.0    sum:9
失脚   pt:0    sum:1
打前失   pt:0    sum:2
颤悠悠   pt:0    sum:2
打滚   pt:0.0    sum:7
倒立   pt:0.0    sum:4
翻跟头   pt:0    sum:2
跟头   pt:0.0    sum:4
翻身   pt:0.0    sum:14
失眠   pt:0.0    sum:23
爬   pt:0    sum:2
攀附   pt:0    sum:8
奔突   pt:0    sum:6
行礼   pt:0    sum:4
磕头   pt:0.0    sum:8
膜拜   pt:0    sum:1
礼拜   pt:0    sum:1
开颜   pt:0    sum:11
悲喜交集   pt:0.0    sum:248
兔死狐悲   pt:0    sum:2
惆怅   pt:0    sum:10
憋屈   pt:0.0    sum:25
抱屈   pt:0.0    sum:104
红脸   pt:0.0    sum:13
逞性   pt:0    sum:4
一怒而去   pt:0    sum:3
震怒   pt:0.0    sum:21
息怒   pt:0    sum:4
得志   pt:0.0    sum:53
喘息   pt:0.0    sum:12
颓唐   pt:0    sum:7
失望   pt:0.0    sum:266
筹措   pt:0    sum:3
抵偿   pt:0.0    sum:10
不满   pt:0.0    sum:330
瞑目   pt:0    sum:3
难为情   pt:0    sum:3
奈何   pt:0    sum:3
无法   pt:0    sum:23
被迫   pt:0    sum:2
抓瞎   pt:0    sum:3
吃不服   pt:0    sum:2
懂事   pt:0.0    sum:44
后怕   pt:0    sum:5
怯场   pt:0.0    sum:4
激动   pt:0.0    sum:131
浮想联翩   pt:0    sum:8
动人心魄   pt:0    sum:4
幽思   pt:0    sum:11
深思   pt:0    sum:4
冥想   pt:0.0    sum:11
悟出   pt:0.0    sum:1025
认为   pt:0    sum:4
因小见大   pt:0    sum:2
猜谜儿   pt:0    sum:3
体谅   pt:0.0    sum:8
向往   pt:0.0    sum:23
求得   pt:0.0    sum:11
求全   pt:0    sum:2
苛责   pt:0    sum:2
思乡   pt:0    sum:3
介意   pt:0.0    sum:61
控制   pt:0    sum:3
知悉   pt:0    sum:1
明知   pt:0.0    sum:15
摸清   pt:0    sum:3
顿开茅塞   pt:0    sum:3
路人皆知   pt:0    sum:3
懂法   pt:0    sum:2
一知半解   pt:0    sum:3
钟情   pt:0    sum:2
爱民如子   pt:0.0    sum:22
厌倦   pt:0.0    sum:16
厌世   pt:0    sum:2
狭路相逢   pt:0    sum:3
崇尚   pt:0.0    sum:8
还   pt:0    sum:2
尊师   pt:0    sum:2
认输   pt:0.0    sum:5
自信   pt:0.0    sum:321
将信将疑   pt:0    sum:2
允许   pt:0.0    sum:447
拥军   pt:0    sum:3
依附   pt:0    sum:5
爱惜   pt:0    sum:5
推己及人   pt:0    sum:3
姑息   pt:0    sum:3
管闲事   pt:0    sum:2
查点   pt:0    sum:6
丢手   pt:0.0    sum:4
顾不上   pt:0    sum:2
悔改   pt:0    sum:3
后悔莫及   pt:0    sum:6
无悔   pt:0    sum:3
宁可   pt:0.0    sum:45
无意   pt:0.0    sum:21
决不会   pt:0    sum:2
能否   pt:0.0    sum:9
是不是   pt:0    sum:2
呼应   pt:0.0    sum:38
不用   pt:0    sum:11
无须   pt:0.0    sum:140
何须   pt:0    sum:3
值得   pt:0.0    sum:1389
起义   pt:0    sum:2
锄奸   pt:0    sum:3
斗法   pt:0    sum:5
内乱   pt:0    sum:4
百花争艳   pt:0    sum:1
争奇斗艳   pt:0    sum:2
抗议   pt:0.0    sum:49
上台   pt:0    sum:4
当家做主   pt:0    sum:2
即位   pt:0    sum:4
继位   pt:0    sum:2
称帝   pt:0    sum:4
用典   pt:0    sum:3
称雄   pt:0    sum:3
退位   pt:0    sum:2
破旧立新   pt:0    sum:8
变法   pt:0    sum:3
镇压   pt:0.0    sum:23
镇反   pt:0    sum:3
讨伐   pt:0    sum:5
平叛   pt:0    sum:7
围歼   pt:0.0    sum:11
篡夺   pt:0    sum:2
篡位   pt:0    sum:3
倾覆   pt:0    sum:3
叛卖   pt:0    sum:2
通敌   pt:0    sum:4
通奸   pt:0.0    sum:16
投敌   pt:0    sum:4
招兵   pt:0.0    sum:6
抽丁   pt:0    sum:2
誓师   pt:0    sum:1
检阅   pt:0    sum:2
接火   pt:0    sum:6
挑战   pt:0.0    sum:1256
决战   pt:0.0    sum:7
会战   pt:0    sum:2
混战   pt:0.0    sum:16
游击   pt:0    sum:2
好战   pt:0    sum:2
登岸   pt:0    sum:2
急行军   pt:0    sum:2
督战   pt:0    sum:2
围攻   pt:0    sum:2
追击   pt:0.0    sum:6
招架不住   pt:0    sum:2
回击   pt:0.0    sum:38
布防   pt:0    sum:2
调防   pt:0    sum:2
扎营   pt:0    sum:3
发射   pt:0.0    sum:187
爆炸   pt:0.0    sum:386
开炮   pt:0    sum:4
爆破   pt:0    sum:1
暗杀   pt:0.0    sum:11
刺杀   pt:0    sum:3
扫雷   pt:0    sum:3
埋伏   pt:0    sum:2
闪击   pt:0    sum:2
邀击   pt:0    sum:5
抄袭   pt:0    sum:3
引敌他顾   pt:0    sum:2
救应   pt:0    sum:2
接应   pt:0    sum:3
断子绝孙   pt:0    sum:4
侦察   pt:0.0    sum:6
侵害   pt:0.0    sum:127
打扰   pt:0.0    sum:67
占据   pt:0    sum:2
收复   pt:0    sum:3
击退   pt:0.0    sum:3
却   pt:0    sum:2
投降   pt:0    sum:5
请降   pt:0    sum:2
佯降   pt:0    sum:2
割地   pt:0    sum:2
归顺   pt:0    sum:3
招安   pt:0    sum:3
惨败   pt:0    sum:15
举行   pt:0.0    sum:4671
包办   pt:0    sum:3
筹办   pt:0    sum:1
拍卖   pt:0.0    sum:15
处理   pt:0    sum:3
密封   pt:0.0    sum:4
综合治理   pt:0    sum:2
国营   pt:0    sum:7
私营   pt:0    sum:3
苦心经营   pt:0    sum:2
主营   pt:0    sum:2
自主经营   pt:0    sum:2
调拨   pt:0    sum:4
调遣   pt:0.0    sum:23
指名   pt:0.0    sum:482
点名   pt:0.0    sum:78
建都   pt:0    sum:3
立宪   pt:0.0    sum:132
架起   pt:0    sum:2
初创   pt:0.0    sum:95
创出   pt:0.0    sum:9
抹杀   pt:0    sum:6
废止   pt:0    sum:2
罢官   pt:0    sum:5
免除   pt:0    sum:3
一风吹   pt:0    sum:1
颁证   pt:0    sum:2
请假   pt:0.0    sum:17
召集   pt:0.0    sum:26
发榜   pt:0    sum:4
责令   pt:0    sum:2
招揽   pt:0.0    sum:7
唤回   pt:0.0    sum:6
响应   pt:0.0    sum:137
肯定   pt:0.0    sum:175
报失   pt:0    sum:2
报考   pt:0.0    sum:4
上告   pt:0.0    sum:5
体现   pt:0.0    sum:553
交差   pt:0    sum:1
虚报   pt:0    sum:3
禀告   pt:0    sum:2
画押   pt:0    sum:3
批阅   pt:0    sum:2
禁而不止   pt:0    sum:3
解禁   pt:0    sum:2
察明   pt:0    sum:2
过目   pt:0    sum:2
自审   pt:0.0    sum:5
初查   pt:0    sum:2
盘查   pt:0    sum:2
查问   pt:0.0    sum:163
联检   pt:0    sum:2
